Index,Address,FLAG,Avg time between sent tnx,Avg time between received tnx,Time Diff between first and last (Mins),Sent tnx,Received Tnx,Number of Created Contracts,Unique Received From Addresses,Unique Sent To Addresses,min value received,max value received ,avg val received,min val sent,max val sent,avg val sent,min value sent to contract,max val sent to contract,avg value sent to contract,total transactions (including tnx to create contract,total Ether sent,total ether received,total ether sent contracts,total ether balance, Total ERC20 tnxs, ERC20 total Ether received, ERC20 total ether sent, ERC20 total Ether sent contract, ERC20 uniq sent addr, ERC20 uniq rec addr, ERC20 uniq sent addr.1, ERC20 uniq rec contract addr, ERC20 avg time between sent tnx, ERC20 avg time between rec tnx, ERC20 avg time between rec 2 tnx, ERC20 avg time between contract tnx, ERC20 min val rec, ERC20 max val rec, ERC20 avg val rec, ERC20 min val sent, ERC20 max val sent, ERC20 avg val sent, ERC20 min val sent contract, ERC20 max val sent contract, ERC20 avg val sent contract, ERC20 uniq sent token name, ERC20 uniq rec token name, ERC20 most sent token type, ERC20_most_rec_token_type
11,0x0013e58a315d2e728f11630aa40abfbdddcab304,A,54,25,129540.15,10,10,0,2,1,1.000052,1.014875,1.004819,0.999088,1.01417,1.004055,0,0,0,20,10.04055439,10.04819041,0,0.007636018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0x0016338abcb6bfa6d355adc207c5d2d42acb5e42,A,56,21,385961.98,8,246,0,4,3,0.118061,81.386,3.381313,0.01,300,103.974875,0,0,0,254,831.799,831.8030477,0,0.004047714,8,6193.025913,0,0,0,7,0,8,0,0,0,0,0,4035.631891,774.128239,0,0,0,0,0,0,0,8,None,XENON
13,0x001b28141562bc2601694d27c3f5fda2c06c234c,A,48,16,198900.25,0,16,1,4,0,0,1.002069,0.769166,0,0,0,0,0,0,17,0,12.30665958,0,12.30665958,2,0.181283664,0,0,0,2,0,2,0,0,0,0,0.075367,0.105917,0.090642,0,0,0,0,0,0,0,2,None,DATAcoin
14,0x001cb265c5606d79035059686ae5f94c6a4c2c2c,A,47,24,78197.58,7,2,0,2,4,0.095,0.265159,0.180079,0,0.133441,0.037563,0,0,0,9,0.262941117,0.36015854,0,0.097217423,3,8.001,0,0,0,2,0,2,0,0,0,0,0.001,5,2.667,0,0,0,0,0,0,0,2,None,PoSToken
15,0x001cf9871aeaf2acf72f144b16818b7e417b6dda,A,51,28,540061.9,32,24,0,11,21,0,1499.99958,77.125266,0,1100,102.312148,0,0,0,56,3273.988723,1851.006376,0,-1422.982347,33,139827.7923,133086.5,0,4,23,0,26,0,0,0,0,0,118324.5,4993.849726,1.00E-06,118324.5,26617.3,0,0,0,4,26,TenXPay,KyberNetwork
16,0x001d54f72af6eae0fdd17009c391426754bec5c2,A,54,22,25802.32,34,3,1,3,13,0.091844,1,0.530615,0,0.933444,0.044268,0,0,0,38,1.505102958,1.591844363,0,0.086741405,4,0,5.00E-06,0,3,0,0,0,0,0,0,0,0,0,0,0,5.00E-06,1.00E-06,0,0,0,1,0,,None
17,0x001e6fbcd020823d3161df44bb5da6c34419eecb,A,57,20,280803.43,57,57,0,2,2,0.016037,0.277689,0.204013,0.015617,0.277269,0.203593,0,0,0,114,11.6048114,11.6287514,0,0.023940002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0x001eb1e90d25e8c1372c38f2b2a36b49b6634235,A,52,22,842599.05,26,11,0,6,15,0.09,34.94,16.564688,0,34.9,9.896423,0,0,0,37,257.307,182.2115661,0,-75.09543387,13,308440.3104,307097.3104,0,4,8,0,7,0,0,0,0,0,274230,34271.1456,1620,274231,76774.3276,0,0,0,3,7,StatusNetwork,Bancor
19,0x001f357ca93307571d8cd93d09ce25a3660429af,A,47,23,2318.5,3,2,0,1,3,7.772,19.995,13.8835,3.7,20.082772,9.255226,0,0,0,5,27.765677,27.767,0,0.001323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0x001f99982965a3792077893ecadc7be0c61d613c,A,46,24,329.78,2,2,0,2,2,44.048882,56.951118,50.5,0.61,100.388974,50.499487,0,0,0,4,100.9989738,101,0,0.001026218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0x00235134f8335d48cf506b25cc376fc84520588b,A,62,20,113840.02,0,18,1,5,0,0,12.782766,5.662421,0,0,0,0,0,0,19,0,101.9235724,0,101.9235724,2,4.983578382,0,0,0,2,0,2,0,0,0,0,2,2.983578,2.491789,0,0,0,0,0,0,0,2,None,OmiseGO
22,0x0023a6a2c8316ccfb083a194aa5668bd75891455,A,45,23,292841.02,7,7,0,4,3,0,17.949074,8.407243,2,30.950276,22.441764,0,0,0,14,157.0923505,58.85070376,0,-98.24164672,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,None,ONOT
23,0x0029a9b2ea1e45e32fb6344b117388515858d040,A,55,21,712.88,5,4,0,4,5,0.5,5,2.1875,0.377203,2.851287,1.749551,0,0,0,9,8.747754943,8.75,0,0.002245057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0x002a68f53b92cef5ee4e7ce015b78408f20942bb,A,57,24,892782.2,8,126,0,1,2,0.013556,0.501254,0.342666,0.1,2,1.2625,0,0,0,134,10.1,43.17587621,0,33.07587621,16,2765.749578,100,0,1,9,0,15,0,0,0,0,0,1500,184.383305,100,100,100,0,0,0,1,15,blockwell.ai KYC Casper Token,Tronix
25,0x002ab919205b134d05d0746e22c7f8000523c660,A,43,18,226778.27,0,17,1,6,0,0,11.291416,4.860215,0,0,0,0,0,0,18,0,82.62366163,0,82.62366163,3,4.804121022,0,0,0,3,0,3,0,0,0,0,0.920501,2,1.601374,0,0,0,0,0,0,0,3,None,DATAcoin
26,0x002b043689ad84008fffab16afc1955f5a3aebde,A,44,25,30.65,1,1,0,1,1,4.999,4.999,4.999,4.99774,4.99774,4.99774,0,0,0,2,4.99774,4.999,0,0.00126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0x0031ebb20a0aaf8c67be012bb3a3483d75269635,A,56,24,330187.83,82,3,0,3,7,0,30,11.666667,0,30,0.760256,0,0,0,85,62.341,35,0,-27.341,11,1473.843474,0,0,0,8,0,11,0,0,0,0,0,600,133.98577,0,0,0,0,0,0,0,11,None,XENON
28,0x003300d3d2c46983b9a55b07b9b2ab47d6228111,A,51,27,68.87,1,1,0,1,1,0.547649,0.547649,0.547649,0.546389,0.546389,0.546389,0,0,0,2,0.54638892,0.54764892,0,0.00126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0x0033fd555da940b923a7f6f465cc4d9088724263,A,55,22,338429.65,4,3,0,3,3,0,2.337156,1.512385,2,2.379635,2.104909,0,0,0,7,8.419634776,4.5371564,0,-3.882478376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0x0034f7473531239b1799bc7f14ff97d5303a5a93,A,55,27,955278,59,14,0,7,34,0.00979,1100,167.979641,0,500,43.052269,0,0,0,73,2540.083853,2351.714972,0,-188.368881,48,1555219.09,1545239.028,0,12,26,0,23,0,0,0,0,0,322932.1604,47127.8512,0,1230000,103015.9352,0,0,0,11,23,EOS,StatusNetwork
31,0x0036ed1e6299bb586ac70ebdfa336f06714a9556,A,45,17,291427.53,0,53,1,4,0,0,1.002204,0.504895,0,0,0,0,0,0,54,0,26.75944516,0,26.75944516,2,0.55819781,0,0,0,2,0,2,0,0,0,0,0.10587,0.452328,0.279099,0,0,0,0,0,0,0,2,None,DATAcoin
32,0x0038ab9bf479faa2997522b3cf9492153ea6b33f,A,56,23,561789.58,10,11,0,8,1,0.022663,20.799,5.11114,0.923126,20.797915,5.621492,0,0,0,21,56.21491815,56.22253457,0,0.00761642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0x003b9a44dcc7b59546a8b1c1e7dccd57eb99f07d,A,45,26,2257.12,2,1,0,1,2,1.747981,1.747981,1.747981,0,0,0,0,0,0,3,0,1.74798122,0,1.74798122,10,327.9083121,0,0,0,8,0,9,0,0,0,0,0,290.214723,32.790831,0,0,0,0,0,0,0,9,None,SAFE.AD - 20% DISCOUNT UNTIL 1 MAY
34,0x003c5ebfa5cdb3d73bad42bb07db823f6c77a236,A,51,27,22889.93,10,2,0,1,6,0.05,0.1,0.075,0,0.060734,0.011073,0,0,0,12,0.110734264,0.15,0,0.039265736,2,1.00E-12,1.00E-11,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,
35,0x003d8b1e6723960d60367a719fe65e08643a2a80,A,51,20,449889.15,0,694,1,4,0,0,22,1.618731,0,0,0,0,0,0,695,0,1123.399095,0,1123.399095,2,0.532864637,0,0,0,2,0,2,0,0,0,0,0.082576,0.450289,0.266432,0,0,0,0,0,0,0,2,None,DATAcoin
36,0x003e2b1599587a6c2f38928ea8f874a74fb1bbbc,A,47,26,450106.65,5970,2989,0,1337,2212,0,3140.99958,74.622817,0,3900,37.845721,0,0,0,8959,225938.9558,223047.6014,0,-2891.354427,325,139793.7886,137260.2674,0,21,295,0,15,0,0,0,0,0,72838.70935,470.686157,0,93524.52194,4902.152406,0,0,0,6,15,ICO,Storj
37,0x004534ebd59b0b094da701dbfd952ef605470128,A,46,27,4.87,1,1,0,1,1,0.003,0.003,0.003,0,0,0,0,0,0,2,0,0.003,0,0.003,2,3.75E-12,5.00E-15,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,bitqy,bitqy
38,0x0045eb75acf6e1cb1d9ec41e352a879e2cd50b35,A,45,18,636162.82,68,4375,0,1,4,0.443993,3.602495,1.055731,0,520.812168,67.923395,0,0,0,4443,4618.790832,4618.823828,0,0.03299662,10,1444.347483,4.431401966,0,2,8,0,8,0,0,0,0,0,768.42897,180.543435,2.2155,2.215902,2.215701,0,0,0,1,8,OmiseGO,XENON
39,0x00462f4a169c1dc0b9dc428aa37d394c8abf1266,A,55,21,345142.02,3,4,0,2,3,0,3.508474,1.395953,0.007,5.544,3.683667,0,0,0,7,11.051,5.5838107,0,-5.4671893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0x3378c24677439ed10bea75cfcbdad87ae707332d,A,55,23,250411.05,0,129,1,2,0,0,0.888213,0.332143,0,0,0,0,0,0,130,0,42.84639454,0,42.84639454,2,0.736591567,0,0,0,2,0,2,0,0,0,0,0.181831,0.55476,0.368296,0,0,0,0,0,0,0,2,None,DATAcoin
41,0x338031a963406754bc2b3872fa5078a7ebdebb54,A,58,23,70.3,3,2,0,2,3,16.134055,84.865945,50.5,2.2,74.774341,33.666149,0,0,0,5,100.998446,101,0,0.001554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,0x33835f746c31ab95209c2f5eccf74f12688554a3,A,48,19,946039.25,344,356,0,17,1,0.005492,28.79,0.553682,0.061843,28.788276,0.571426,0,0,0,700,196.5703753,197.1106614,0,0.540286125,2,0.01,0,0,0,2,0,2,0,0,0,0,0,0.01,0.005,0,0,0,0,0,0,0,2,None,www.pnztrust.com
43,0x3387bb86a1b195b3ae4d6a5d7668765e1ea3db6d,A,55,21,28772.53,1,6,0,5,1,0.188035,5.948102,1.715151,0.3424,0.3424,0.3424,0,0,0,7,0.3424,10.29090675,0,9.94850675,10,988.4960355,0,0,0,8,0,10,0,0,0,0,0,695.515991,98.849604,0,0,0,0,0,0,0,10,None,XENON
44,0x338f30f967c1367388975d063662bfd79833de66,A,51,27,291418.95,0,139,1,4,0,0,1.759116,0.49797,0,0,0,0,0,0,140,0,69.21779839,0,69.21779839,2,2.959721615,0,0,0,2,0,2,0,0,0,0,0.556884,2.402838,1.479861,0,0,0,0,0,0,0,2,None,DATAcoin
45,0x339c577ebd53b8fb229d892c57dc36517497d859,A,44,25,11.77,3,2,0,2,3,526.910152,1474.089848,1000.5,0.167481,1489.471101,666.999528,0,0,0,5,2000.998585,2001,0,0.001414909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,0x33a4da63d90ff11edce58c776e04e5b309637e75,A,57,27,319339.87,0,133,1,3,0,0,1.388661,0.481076,0,0,0,0,0,0,134,0,63.98312638,0,63.98312638,1,1.112107255,0,0,0,1,0,1,0,0,0,0,1.112107,1.112107,1.112107,0,0,0,0,0,0,0,1,None,OmiseGO
47,0x33a8cb276153049c9d3905a26c700b27944d681a,A,51,17,173981.92,22,22,0,21,16,0.003247,12.3566,3.093644,0,20,3.093117,0,0,0,44,68.04858426,68.06017621,0,0.011591948,4,1506.57721,1506.57721,0,2,2,0,1,0,0,0,0,390.329247,1116.247963,753.288605,390.329247,1116.247963,753.288605,0,0,0,1,1,Golem,Golem
48,0x33af04c25eb30c14f5d1652ce196e562c109eb9d,A,48,27,328.15,2,1,0,1,2,101,101,101,3,97.998984,50.499492,0,0,0,3,100.9989842,101,0,0.00101578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0x33b2d92a08e3ba4b8fec7330a8df1aeecd13f9a7,A,51,21,63.67,3,1,0,1,3,101,101,101,0.05,54.735344,33.666149,0,0,0,4,100.998446,101,0,0.001554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0x33babc6cd1a6c0aee80622cc742f3e2d24463397,A,54,24,682390.27,0,5461,1,4,0,0,180.543075,3.277248,0,0,0,0,0,0,5462,0,17897.04971,0,17897.04971,5,624.1347376,0,0,0,4,0,5,0,0,0,0,0,600,124.826948,0,0,0,0,0,0,0,5,None,An Etheal Promo
51,0x33bb2b45a21bbe5b301871118aad83495873eea2,A,56,14,326.97,2,2,0,2,2,3.874893,97.125107,50.5,2.200429,98.798063,50.499246,0,0,0,4,100.9984925,101,0,0.00150753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0x33c3aa2b52d55b99e31d4893519759846d3b16a4,A,54,17,18.47,1,1,0,1,1,2.655173,2.655173,2.655173,2.654553,2.654553,2.654553,0,0,0,2,2.6545532,2.6551732,0,0.00062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,0x33c59371314c37e22b7d86dde9246c56fd86845f,A,48,27,1011410.55,6,6,0,5,6,0.0008,0.074,0.037003,0.001,0.08,0.035333,0,0,0,12,0.212,0.22201879,0,0.01001879,5,654.6444,0,0,0,4,0,5,0,0,0,0,0,600,130.92888,0,0,0,0,0,0,0,5,None,TAAS
54,0x33c95c5facc3a528e8128ed6f02d7cc839383c6b,A,49,16,920796.33,31,20,0,14,20,0.004976,0.29,0.069901,0,0.19,0.035465,0,0,0,51,1.09940349,1.39802193,0,0.29861844,34,2919.245337,11.49,0,8,22,0,16,0,0,0,0,0,1315.7026,112.278667,0.91,2.04,1.43625,0,0,0,2,16,OmiseGO,OmiseGO
55,0x33cbccbb02f2125fe5290870bb5a5664cb4c778c,A,51,20,7.45,3,2,0,2,3,644.748373,1356.251627,1000.5,0.025212,1632.02954,666.999528,0,0,0,5,2000.998585,2001,0,0.001414909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,0x33cbe8778c6e0d2c2d8b11b6b5821c85c7a36d86,A,56,26,438.3,1,1,0,1,1,0.049346,0.049346,0.049346,0.048726,0.048726,0.048726,0,0,0,2,0.04872623,0.04934623,0,0.00062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,0x33ce09eec053e1a4bf847046135a94a4ec5f7260,A,56,20,322.78,2,2,0,2,2,44.460639,56.539361,50.5,3.999424,96.999592,50.499508,0,0,0,4,100.9990158,101,0,0.000984218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,0x33d4a71e82d18ab897e547d8ef19eaabf07d8d9a,A,57,20,325.83,2,1,0,1,2,101,101,101,1.00048,99.998535,50.499508,0,0,0,3,100.9990158,101,0,0.000984218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,0x33d5bc6de50b0a8b0e421e74fcbd3d91b9642181,A,46,26,78,3,2,0,2,3,31.131708,69.868292,50.5,0.044365,55.094682,33.666163,0,0,0,5,100.998488,101,0,0.001512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0x33e2dd4a0c64e19eb4a92cbe28d3300e554db080,A,43,21,93.08,1,1,0,1,1,0.39067,0.39067,0.39067,0.390197,0.390197,0.390197,0,0,0,2,0.390197244,0.39067043,0,0.000473186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,0x33e52c2b40aa4bbae444c338e6371f97dce5d08b,A,50,25,291426.48,0,52,1,4,0,0,1.004553,0.669844,0,0,0,0,0,0,53,0,34.83190827,0,34.83190827,1,1.241450217,0,0,0,1,0,1,0,0,0,0,1.24145,1.24145,1.24145,0,0,0,0,0,0,0,1,None,OmiseGO
62,0x33f28ddc58dd297894b156a9bfc67afd94933872,A,51,25,47.62,1,1,0,1,1,0.035,0.035,0.035,0.034528,0.034528,0.034528,0,0,0,2,0.034528341,0.035,0,0.000471659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,0x33f524dca40bd728ae248b00e8f527d46aa864fa,A,43,24,778799.4,578,464,0,139,213,0.015,645,25.254746,0,875,20.281562,0,0,0,1042,11722.7429,11718.20202,0,-4.540886436,430,131039885.6,129990286.6,0,84,130,0,107,0,0,0,0,0,48360000,626985.0984,0,48160010,588191.3421,0,0,0,52,104,Individual Content &amp; Skill Token,Individual Content &amp; Skill Token
64,0x33f53d3222d6181c19722beb99a7b663bb356fc7,A,45,21,555420.95,34,43,0,3,3,0.0044,149,20.867403,0,382.487559,26.390598,0,0,0,77,897.2803285,897.2983445,0,0.018016049,2,0.053022557,0.053022557,0,1,1,0,1,0,0,0,0,0.053023,0.053023,0.053023,0.053023,0.053023,0.053023,0,0,0,1,1,OmiseGO,OmiseGO
65,0x33f67d9f52a83f8f84ab3c14695c3e6a5f20739f,A,56,19,66.78,3,1,0,1,3,101,101,101,0.43859,82.973903,33.666149,0,0,0,4,100.998446,101,0,0.001554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,0x33f9da14bfccc7f1dac986573be0180106355ad1,A,49,31,325.1,2,2,0,2,2,15.979538,85.020462,50.5,0.895,100.104016,50.499508,0,0,0,4,100.9990158,101,0,0.000984218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,0x3402f6ce5ec93dcd84eb7f0fa4b6d8806c5e3b66,A,46,23,326.03,2,1,0,1,2,101,101,101,3.590732,97.408283,50.499508,0,0,0,3,100.9990158,101,0,0.000984218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,0x3405928a75bb0134d256871a0a5735442d440c2a,A,45,22,69.63,3,1,0,1,3,101,101,101,4.765752,52.757624,33.666149,0,0,0,4,100.998446,101,0,0.001554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,0x340f90e16e8cf4010ab77e9c27f7712f30a0ca23,A,54,25,87561.22,48,16,0,12,19,0.1,60.5586,11.342021,0,56.330542,3.780111,0,0,0,64,181.4453111,181.4723413,0,0.0270302,16,2794.966336,2194.966257,0,7,4,0,4,0,0,0,0,0,1202.1445,465.827723,0,880,219.496626,0,0,0,2,4,Golem,ICONOMI
70,0x34155654d2a6ef9126de1998aedd50fd8cbf26c4,A,57,24,813543.02,161,181,0,43,76,0.003337,39.99,2.49453,0,40,2.880664,0,0,0,342,463.7869,451.5100055,0,-12.27689455,121,224851.328,199198.9246,0,16,50,0,46,0,0,0,0,0,80000,2614.550326,0,99999.9999,5691.397844,0,0,0,21,46,EOS,EOS
71,0x341779bf2b7c0eba79b92851f789edc4ae5c99d5,A,56,21,131657.12,1,2,0,2,1,0.03,0.244894,0.137447,0.274453,0.274453,0.274453,0,0,0,3,0.27445284,0.27489384,0,0.000441,1,0.020706735,0,0,0,1,0,1,0,0,0,0,0.020707,0.020707,0.020707,0,0,0,0,0,0,0,1,None,OmiseGO
72,0x341973b8698ad386dd794c3367e99659dcfc5385,A,45,18,0,0,1,0,1,0,0.001,0.001,0.001,0,0,0,0,0,0,1,0,0.001,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0x34268f8c1ab79d2ebfb59e9637a59a3d323f0afd,A,45,17,319344.2,0,70,1,3,0,0,1.003054,0.84105,0,0,0,0,0,0,71,0,58.87351086,0,58.87351086,3,6.933787224,0,0,0,3,0,3,0,0,0,0,0.953679,5,2.311262,0,0,0,0,0,0,0,3,None,DATAcoin
74,0x3428a00a51ca130a62cd3309c4091dc6fc11c631,A,50,22,781966.58,27,84,0,6,5,0.005,85.244469,4.775108,0,94.73435,14.855455,0,0,0,111,401.0972834,401.1091001,0,0.011816742,8,2171.721137,2.077583234,0,1,6,0,7,0,0,0,0,0,1500,310.245877,2.077583,2.077583,2.077583,0,0,0,1,7,OmiseGO,Livepeer Token
75,0x342b4cd5bfdcdb2c412eb7af31685dd9cf379bd8,A,57,22,564996.67,8,6,0,2,3,0.005,120,39.095,0,119.997,29.320581,0,0,0,14,234.5646485,234.57,0,0.005351549,4,66.36434565,60.95013565,0,1,3,0,3,0,0,0,0,1.41421,60.950136,22.121449,60.950136,60.950136,60.950136,0,0,0,1,3,EOS,NKN
76,0x342e0f268c58aa98ac438421453e7ba767ded9e2,A,57,12,210634.62,26,12,0,3,13,0.0001,10,3.445242,0,10,1.588759,0,0,0,38,41.30772933,41.34290569,0,0.035176362,13,316.9287478,300,0,2,7,0,6,0,0,0,0,0,150,31.692875,0,300,100,0,0,0,2,6,Storj,Bancor
77,0x343379619bab764d546d1dbb5fd13d2eb4375c18,A,54,13,248416.35,50,50,0,2,2,0.055823,0.5,0.122227,0.054773,0.49895,0.121031,0,0,0,100,6.05155512,6.111338425,0,0.059783305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,0x343e94f9c1dc92955ebd711611d4adf47ba43a22,A,55,27,83138.48,39,40,0,3,1,0.089,59,9.566143,0.08858,58.99958,9.811008,0,0,0,79,382.6293232,382.6457032,0,0.01638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,0x3440e75d16c79fa2c67bff4041ab3ea06c6824d0,A,51,16,768007.43,113,659,0,9,3,0.048144,1635.79,8.878018,0.102807,1649.834637,51.777827,0,0,0,772,5850.894501,5850.613836,0,-0.280664247,6,473.7096759,0,0,0,5,0,6,0,0,0,0,0,256.577453,78.951613,0,0,0,0,0,0,0,6,None,XENON
